control,simulation_boundary_s,reference_timestamp_ns,anchor_frame,scored_frame,left_reference_anchor_rad,left_reference_scored_rad,left_sonic_neutral_rad,left_sonic_scale_rad,left_positive_measured_rad,left_positive_velocity_rad_s,left_positive_proposed_target_rad,left_positive_applied_target_first_rad,left_positive_applied_target_last_rad,left_positive_requested_torque_nm,left_positive_applied_torque_nm,left_positive_contact_count,left_positive_raw_decoder_output,left_sonic_measured_rad,left_sonic_velocity_rad_s,left_sonic_proposed_target_rad,left_sonic_applied_target_first_rad,left_sonic_applied_target_last_rad,left_sonic_requested_torque_nm,left_sonic_applied_torque_nm,left_sonic_contact_count,left_sonic_raw_decoder_output,left_sonic_policy_presented_reference_rad,right_reference_anchor_rad,right_reference_scored_rad,right_sonic_neutral_rad,right_sonic_scale_rad,right_positive_measured_rad,right_positive_velocity_rad_s,right_positive_proposed_target_rad,right_positive_applied_target_first_rad,right_positive_applied_target_last_rad,right_positive_requested_torque_nm,right_positive_applied_torque_nm,right_positive_contact_count,right_positive_raw_decoder_output,right_sonic_measured_rad,right_sonic_velocity_rad_s,right_sonic_proposed_target_rad,right_sonic_applied_target_first_rad,right_sonic_applied_target_last_rad,right_sonic_requested_torque_nm,right_sonic_applied_torque_nm,right_sonic_contact_count,right_sonic_raw_decoder_output,right_sonic_policy_presented_reference_rad
801,16.02,17220000000,810,812,0.008998906047136,0.44827206476084047,0.669,0.35,0.4973791234439613,11.138339151249356,1.123707401511415,1.123707401511415,1.123707401511415,"[-8.201405016313835, -7.823423362658957, -7.5722730406041165, -7.385330109414191, -7.22791577458252, -7.080175320961757, -6.931362425580694, -6.776226525009285, -6.612673963684898, -6.440366758057806]","[-8.201405016313835, -7.823423362658957, -7.5722730406041165, -7.385330109414191, -7.22791577458252, -7.080175320961757, -6.931362425580694, -6.776226525009285, -6.612673963684898, -6.440366758057806]","[2, 2, 2, 2, 2, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.4702792720570814,1.0000577353078428,0.5989618301391602,0.5989618301391602,0.5989618301391602,"[6.443075233807694, -2.4440148464991687, -9.174597050816201, -14.264638783784882, -18.069527809183157, -20.902419047411357, -19.762175431786865, -18.34031434755088, -16.811049976755072, -18.932997981319335]","[6.443075233807694, -2.4440148464991687, -9.174597050816201, -14.264638783784882, -18.069527809183157, -20.902419047411357, -19.762175431786865, -18.34031434755088, -16.811049976755072, -18.932997981319335]","[1, 1, 1, 1, 1, 0, 0, 0, 1, 1]",-0.20103824,0.008998906,0.10282209893297377,0.010687042509161264,0.669,0.35,0.08115431765620071,-1.3095378927128691,-0.087267,-0.087267,-0.087267,"[-8.428675500713823, -9.054234848005937, -9.466916891279682, -9.735408983681381, -9.908874168005319, -10.020564469712742, -10.09244127453778, -10.138989048235914, -10.169739661355447, -10.190925448849864]","[-8.428675500713823, -9.054234848005937, -9.466916891279682, -9.735408983681381, -9.908874168005319, -10.020564469712742, -10.09244127453778, -10.138989048235914, -10.169739661355447, -10.190925448849864]","[2, 2, 2, 2, 2, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.47044889624418246,-0.07394640075934612,0.6378691792488098,0.6378691792488098,0.6378691792488098,"[17.057600249024816, 18.308872241344293, 19.18462801416402, 19.726597453996504, 19.97968732747097, 19.987498820205126, 19.75128544779838, 19.17869810237116, 18.34753956358568, 17.406934775010146]","[17.057600249024816, 18.308872241344293, 19.18462801416402, 19.726597453996504, 19.97968732747097, 19.987498820205126, 19.75128544779838, 19.17869810237116, 18.34753956358568, 17.406934775010146]","[1, 1, 1, 1, 1, 0, 0, 0, 1, 1]",-0.0890264,0.1028221
802,16.04,17240000000,811,813,0.27131553946103676,0.5930521110514549,0.669,0.35,0.6827285194833416,7.9191298750382675,1.145012968136737,1.145012968136737,1.145012968136737,"[-4.148543480674327, -4.8202475844694845, -5.312244371258977, -5.66345196936701, -5.903545261044634, -6.05532758569872, -6.136459914704112, -6.160729496005992, -6.138986295007797, -6.079838339874911]","[-4.148543480674327, -4.8202475844694845, -5.312244371258977, -5.66345196936701, -5.903545261044634, -6.05532758569872, -6.136459914704112, -6.160729496005992, -6.138986295007797, -6.079838339874911]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.5482200255412961,4.036502517982114,1.5346248149871826,1.5346248149871826,1.5346248149871826,"[72.28567889312235, 66.9260087127573, 61.67214617844991, 54.485387607680615, 47.74766440473153, 41.561015879209286, 35.96328361368897, 30.952992768957593, 26.505402752399092, 22.582823075701455]","[72.28567889312235, 66.9260087127573, 61.67214617844991, 54.485387607680615, 47.74766440473153, 41.561015879209286, 35.96328361368897, 30.952992768957593, 26.505402752399092, 22.582823075701455]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2.6381776,0.27131554,0.03132217669855336,0.0035598450954873254,0.669,0.35,0.06299446255406972,-0.7424713072295961,-0.087267,-0.087267,-0.087267,"[-10.206572045562023, -9.490198672449228, -8.894562843095352, -8.397798370852737, -7.981470662551909, -7.630528841681525, -7.332901294884031, -7.078990634291742, -6.861187099643129, -6.673447285404393]","[-10.206572045562023, -9.490198672449228, -8.894562843095352, -8.397798370852737, -7.981470662551909, -7.630528841681525, -7.332901294884031, -7.078990634291742, -6.861187099643129, -6.673447285404393]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.4646287366608205,0.12813844416666129,0.6464702486991882,0.6464702486991882,0.6464702486991882,"[17.211808535269707, 9.648981087809116, 4.091957861915008, -0.010569054049376803, -2.872975750635149, -4.837162281152887, -6.149681479986349, -6.988474245049529, -7.482283711548382, -7.724638470634238]","[17.211808535269707, 9.648981087809116, 4.091957861915008, -0.010569054049376803, -2.872975750635149, -4.837162281152887, -6.149681479986349, -6.988474245049529, -7.482283711548382, -7.724638470634238]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",-0.06440158,0.031322177
803,16.06,17260000000,812,814,0.44827206476084047,0.7007230104576545,0.669,0.35,0.8214419171919787,6.03213831415534,1.1293144102977264,1.1293144102977264,1.1293144102977264,"[-7.54587348937779, -8.058978853530967, -8.419850542639573, -8.660936719195355, -8.806682863466424, -8.875756161031717, -8.882602826877417, -8.83854964815836, -8.752591513709461, -8.631960437073484]","[-7.54587348937779, -8.058978853530967, -8.419850542639573, -8.660936719195355, -8.806682863466424, -8.875756161031717, -8.882602826877417, -8.83854964815836, -8.752591513709461, -8.631960437073484]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.7049603081928411,9.99829629231599,1.0138673782348633,1.0138673782348633,1.0138673782348633,"[-32.46504599189868, -32.161252536194056, -31.28201023192492, -30.060914907067694, -28.653817292992464, -27.163559033032033, -25.657032266384395, -24.176853455008136, -22.74931534622241, -21.31030047377868]","[-32.46504599189868, -32.161252536194056, -31.28201023192492, -30.060914907067694, -28.653817292992464, -27.163559033032033, -25.657032266384395, -24.176853455008136, -22.74931534622241, -21.31030047377868]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.9947872,0.44827208,0.010687042509161264,0.0014299776723466805,0.669,0.35,0.043431127784881854,-1.0209595835672258,0.022532693677035233,0.022532693677035233,0.022532693677035233,"[4.370027811262863, 4.504076818789361, 4.647814837501618, 4.7941991732183995, 4.937703966604814, 5.074195364462733, 5.200721923727706, 5.315290067948476, 5.416656600056227, 5.504150505632386]","[4.370027811262863, 4.504076818789361, 4.647814837501618, 4.7941991732183995, 4.937703966604814, 5.074195364462733, 5.200721923727706, 5.315290067948476, 5.416656600056227, 5.504150505632386]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.5222759255596494,3.184651284137939,0.7483205199241638,0.7483205199241638,0.7483205199241638,"[2.309336390140796, 4.441159185217749, 6.151215776502264, 7.4809864861625925, 8.47105389940076, 9.159425642189671, 9.580784595793737, 9.76628206157438, 9.743636821233475, 9.485917046694105]","[2.309336390140796, 4.441159185217749, 6.151215776502264, 7.4809864861625925, 8.47105389940076, 9.159425642189671, 9.580784595793737, 9.76628206157438, 9.743636821233475, 9.485917046694105]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.22674319,0.010687043
804,16.080000000000002,17280000000,813,815,0.5930521110514549,0.7907834247520733,0.669,0.35,0.9265755178975684,4.529173036155649,1.1705582140885828,1.1705582140885828,1.1705582140885828,"[-4.395344710802249, -5.191109056170909, -5.812674240811791, -6.288057288939633, -6.640774653399248, -6.890498395831386, -7.052414740105185, -7.141753842458964, -7.169971887048604, -7.146692402684245]","[-4.395344710802249, -5.191109056170909, -5.812674240811791, -6.288057288939633, -6.640774653399248, -6.890498395831386, -7.052414740105185, -7.141753842458964, -7.169971887048604, -7.146692402684245]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.8567431873278066,5.579329965649892,0.6318811774253845,0.6318811774253845,0.6318811774253845,"[-57.48234903526652, -45.09095447971275, -35.699735154525236, -28.47047956626136, -22.83829026202711, -18.410253787937446, -14.905955171211128, -12.332941984912843, -10.583375692840715, -13.16500848387342]","[-57.48234903526652, -45.09095447971275, -35.699735154525236, -28.47047956626136, -22.83829026202711, -18.410253787937446, -14.905955171211128, -12.332941984912843, -10.583375692840715, -13.16500848387342]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",-0.10619131,0.5930521,0.0035598450954873254,0.0010746833326275588,0.669,0.35,0.024103243638283884,-0.9087568831088396,0.04769272133762057,0.04769272133762057,0.04769272133762057,"[8.070845628681324, 8.056503712117383, 8.099957998179027, 8.177001583363113, 8.270605431691227, 8.368906319071378, 8.463138648883794, 8.548639178552516, 8.621811129862209, 8.680437035966143]","[8.070845628681324, 8.056503712117383, 8.099957998179027, 8.177001583363113, 8.270605431691227, 8.368906319071378, 8.463138648883794, 8.548639178552516, 8.621811129862209, 8.680437035966143]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.5597784305160739,1.5573115320245403,0.6248056292533875,0.6248056292533875,0.6248056292533875,"[-3.3806736910706645, -6.943333819498833, -9.666582182019507, -11.661682295155812, -13.03904031107947, -13.900940881348635, -14.33869615911391, -14.31214811052764, -13.866359971990374, -12.963522266357579]","[-3.3806736910706645, -6.943333819498833, -9.666582182019507, -11.661682295155812, -13.03904031107947, -13.900940881348635, -14.33869615911391, -14.31214811052764, -13.866359971990374, -12.963522266357579]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",-0.12650198,0.003559845
805,16.1,17300000000,814,816,0.7007230104576545,0.864686995681797,0.669,0.35,1.0094514084121382,3.6529069680603,1.18162392869373,1.18162392869373,1.18162392869373,"[-5.983433031049916, -6.188193055551512, -6.324183985194267, -6.3971096462250685, -6.412963799383377, -6.377755268177799, -6.297321487570811, -6.177210771794046, -6.022615281965077, -5.838339557959809]","[-5.983433031049916, -6.188193055551512, -6.324183985194267, -6.3971096462250685, -6.412963799383377, -6.377755268177799, -6.297321487570811, -6.177210771794046, -6.022615281965077, -5.838339557959809]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.8529281057545215,-1.026070136991113,0.12360310554504395,0.12360310554504395,0.12360310554504395,"[-65.80169120025936, -71.3315480325039, -75.96179241944361, -78.97765766848481, -80.81895007603022, -81.80979222875537, -82.09171798870355, -81.82672867687081, -81.17725486764769, -80.2550997616485]","[-65.80169120025936, -71.3315480325039, -75.96179241944361, -78.97765766848481, -80.81895007603022, -81.80979222875537, -82.09171798870355, -81.82672867687081, -81.17725486764769, -80.2550997616485]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",-2.654053,0.700723,0.0014299776723466805,0.0010236703212104885,0.669,0.35,0.007769745053305719,-0.7556074390602804,0.015981326219753712,0.015981326219753712,0.015981326219753712,"[5.580731012956062, 5.447064453192942, 5.413898378072843, 5.441413399973444, 5.502489173507378, 5.578798833770054, 5.658100101959252, 5.732356781404566, 5.796435435509541, 5.847200235899269]","[5.580731012956062, 5.447064453192942, 5.413898378072843, 5.441413399973444, 5.502489173507378, 5.578798833770054, 5.658100101959252, 5.732356781404566, 5.796435435509541, 5.847200235899269]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.6103190198698492,2.1128272348067534,1.1103392839431763,1.1103392839431763,1.1103392839431763,"[36.221818678903276, 34.01771978910704, 31.90199020531525, 29.722451338953412, 27.54270129382055, 25.409445796434888, 23.35826872097983, 21.41311304911987, 19.58861391688485, 17.892928089496355]","[36.221818678903276, 34.01771978910704, 31.90199020531525, 29.722451338953412, 27.54270129382055, 25.409445796434888, 23.35826872097983, 21.41311304911987, 19.58861391688485, 17.892928089496355]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.281002,0.0014299777
806,16.12,17320000000,815,817,0.7907834247520733,0.9111111935399939,0.669,0.35,1.0717674733504394,2.6178346213588903,1.2235405001303448,1.2235405001303448,1.2235405001303448,"[-1.4749263889923938, -2.067197363272337, -2.4703876509756206, -2.719997167719457, -2.844377938092542, -2.8665087495097, -2.805233379068648, -2.676148754987839, -2.492259541675793, -2.2644724630450703]","[-1.4749263889923938, -2.067197363272337, -2.4703876509756206, -2.719997167719457, -2.844377938092542, -2.8665087495097, -2.805233379068648, -2.676148754987839, -2.492259541675793, -2.2644724630450703]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.872345857536638,0.7828867687709645,0.08533620834350586,0.08533620834350586,0.08533620834350586,"[-82.93049667671242, -77.92151056482491, -73.89884018414882, -70.27302300760503, -61.12879973162552, -53.75604435251219, -53.4714458762247, -53.596614845310384, -61.16380716900122, -63.91886356644358]","[-82.93049667671242, -77.92151056482491, -73.89884018414882, -70.27302300760503, -61.12879973162552, -53.75604435251219, -53.4714458762247, -53.596614845310384, -61.16380716900122, -63.91886356644358]","[1, 1, 1, 0, 0, 1, 1, 2, 2, 3]",-3.888255,0.7907834,0.0010746833326275588,0.0008786966328703395,0.669,0.35,-0.005200552562791908,-0.5997642333965482,-0.087267,-0.087267,-0.087267,"[-4.348863501052701, -4.998545782584266, -5.389473328470835, -5.601905020337247, -5.692588990719646, -5.7016931038085925, -5.657653489733239, -5.580578515516857, -5.484647650100367, -5.379808637052957]","[-4.348863501052701, -4.998545782584266, -5.389473328470835, -5.601905020337247, -5.692588990719646, -5.7016931038085925, -5.657653489733239, -5.580578515516857, -5.484647650100367, -5.379808637052957]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.6783505215361997,4.1973422190056375,0.8579212427139282,0.8579212427139282,0.8579212427139282,"[-8.685016048582117, -8.211098459115618, -7.636919609002398, -6.987914719524127, -6.325758452797102, -5.663407728823833, -4.9350632883266545, -4.015643434143675, -2.6865213611558705, -1.443017471059136]","[-8.685016048582117, -8.211098459115618, -7.636919609002398, -6.987914719524127, -6.325758452797102, -5.663407728823833, -4.9350632883266545, -4.015643434143675, -2.6865213611558705, -1.443017471059136]","[1, 1, 1, 0, 0, 1, 1, 2, 2, 3]",0.54131013,0.0010746834
807,16.14,17340000000,816,818,0.864686995681797,0.9472686952703908,0.669,0.35,1.1188977173898214,1.9610564317080235,1.2399985702909542,1.2399985702909542,1.2399985702909542,"[-0.3710084221963701, -0.24134998359892101, -0.10908044100563785, 0.027744962034725873, 0.17044788467551975, 0.3197469405844213, 0.4746154647452592, 0.6365733229833701, 0.8049520024293884, 0.9788674084463782]","[-0.3710084221963701, -0.24134998359892101, -0.10908044100563785, 0.027744962034725873, 0.17044788467551975, 0.3197469405844213, 0.4746154647452592, 0.6365733229833701, 0.8049520024293884, 0.9788674084463782]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.834546796179081,-0.25984361977188897,0.07966047525405884,0.07966047525405884,0.07966047525405884,"[-73.16874780372893, -76.45280020842479, -79.32154947998826, -81.76281431168819, -83.80484418142197, -85.47704850047455, -86.81396431877404, -87.85253990151293, -88.62923430216757, -89.17846994352838]","[-73.16874780372893, -76.45280020842479, -79.32154947998826, -81.76281431168819, -83.80484418142197, -85.47704850047455, -86.81396431877404, -87.85253990151293, -88.62923430216757, -89.17846994352838]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",-4.4221725,0.86468697,0.0010236703212104885,0.0008039845931362883,0.669,0.35,-0.01232901227589516,-0.3413095921280514,-0.03609292378111302,-0.03609292378111302,-0.03609292378111302,"[-0.20171236600857556, 0.022093722637254842, 0.2263229928673005, 0.4059260647848828, 0.5583273821089425, 0.6826129143997774, 0.7772352266878901, 0.8455707586622709, 0.8887006398197856, 0.9079790581035581]","[-0.20171236600857556, 0.022093722637254842, 0.2263229928673005, 0.4059260647848828, 0.5583273821089425, 0.6826129143997774, 0.7772352266878901, 0.8455707586622709, 0.8887006398197856, 0.9079790581035581]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.7383989367711908,1.888616961389421,0.8994600176811218,0.8994600176811218,0.8994600176811218,"[4.045993566263553, 3.884990834490001, 4.033249781425967, 4.347967208806379, 4.734820507609479, 5.1318644306837715, 5.499828778916267, 5.815287254091875, 6.0658051245930995, 6.246479937046428]","[4.045993566263553, 3.884990834490001, 4.033249781425967, 4.347967208806379, 4.734820507609479, 5.1318644306837715, 5.499828778916267, 5.815287254091875, 6.0658051245930995, 6.246479937046428]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",0.66125095,0.0010236703
808,16.16,17360000000,817,819,0.9111111935399939,0.9616593966170237,0.669,0.35,1.1498781492734451,1.2321675068474158,1.1851622563227797,1.1851622563227797,1.1851622563227797,"[-4.276898754657986, -3.855776143670393, -3.45124921096948, -3.0584407933385127, -2.6738899476526377, -2.2953115680056455, -1.9209908956337958, -1.5507226385586286, -1.1843950533378722, -0.8222813191098219]","[-4.276898754657986, -3.855776143670393, -3.45124921096948, -3.0584407933385127, -2.6738899476526377, -2.2953115680056455, -1.9209908956337958, -1.5507226385586286, -1.1843950533378722, -0.8222813191098219]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.8625562098718392,1.8938874118082634,0.07787168025970459,0.07787168025970459,0.07787168025970459,"[-89.70916183346701, -90.86715658106112, -91.66603644132259, -92.18710823540982, -92.49600374399077, -92.36884703891573, -91.78813813348312, -87.84859600713065, -87.9476106053788, -87.75764603861778]","[-89.70916183346701, -90.86715658106112, -91.66603644132259, -92.18710823540982, -92.49600374399077, -92.36884703891573, -91.78813813348312, -87.84859600713065, -87.9476106053788, -87.75764603861778]","[3, 3, 3, 3, 3, 3, 2, 3, 3, 3]",-4.6938133,0.9111112,0.0008786966328703395,0.0006861534283502493,0.669,0.35,-0.020387234802147623,-0.39013840392862553,-0.03249180181247654,-0.03249180181247654,-0.03249180181247654,"[1.2617615761515233, 0.9029784544322754, 0.7056764035102483, 0.614144701990702, 0.5898692791188211, 0.6062563199153825, 0.6449815982039719, 0.6935159258622922, 0.7433367243757473, 0.788729802011958]","[1.2617615761515233, 0.9029784544322754, 0.7056764035102483, 0.614144701990702, 0.5898692791188211, 0.6062563199153825, 0.6449815982039719, 0.6935159258622922, 0.7433367243757473, 0.788729802011958]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.767051681302558,1.0721537156510303,0.9729856252670288,0.9729856252670288,0.9729856252670288,"[13.643727169287814, 13.12986566734944, 12.550283356257772, 11.91448415274213, 11.232088326806513, 10.371791013145558, 9.391395062308739, 8.26077998834929, 7.1815084843853185, 6.1290107182130935]","[13.643727169287814, 13.12986566734944, 12.550283356257772, 11.91448415274213, 11.232088326806513, 10.371791013145558, 9.391395062308739, 8.26077998834929, 7.1815084843853185, 6.1290107182130935]","[3, 3, 3, 3, 3, 3, 2, 3, 3, 3]",0.87497854,0.0008786966
809,16.18,17380000000,818,820,0.9472686952703908,0.9674199984569758,0.669,0.35,1.164721458822979,0.39477707753421115,1.1655447365992142,1.1655447365992142,1.1655447365992142,"[-2.408984091669037, -1.9413499205416183, -1.5113980051658062, -1.1101442018443481, -0.7305381013071379, -0.3672732715827506, -0.01652355405589047, 0.3243305659637188, 0.6569549663173054, 0.9822821497868593]","[-2.408984091669037, -1.9413499205416183, -1.5113980051658062, -1.1101442018443481, -0.7305381013071379, -0.3672732715827506, -0.01652355405589047, 0.3243305659637188, 0.6569549663173054, 0.9822821497868593]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.895618505870914,0.996474540567489,0.08542859554290771,0.08542859554290771,0.08542859554290771,"[-86.57510669687838, -82.97069587486601, -77.94709727198821, -76.45690458079432, -75.27434242844954, -74.34793808333822, -73.62422295553682, -71.71585618175334, -71.68598203119363, -71.70200205796016]","[-86.57510669687838, -82.97069587486601, -77.94709727198821, -76.45690458079432, -75.27434242844954, -74.34793808333822, -73.62422295553682, -71.71585618175334, -71.68598203119363, -71.70200205796016]","[3, 2, 3, 3, 3, 3, 2, 3, 3, 3]",-3.8817878,0.9472687,0.0008039845931362883,0.0006024343806064456,0.669,0.35,-0.02552255707874048,-0.24039193051667704,-0.061946256459734804,-0.061946256459734804,-0.061946256459734804,"[-2.092946812204897, -2.327846512786815, -2.3818462271705982, -2.3236224630797104, -2.1994464897070616, -2.040315190289352, -1.8668099967040972, -1.6924124692114397, -1.5257700299458175, -1.3722464356706139]","[-2.092946812204897, -2.327846512786815, -2.3818462271705982, -2.3236224630797104, -2.1994464897070616, -2.040315190289352, -1.8668099967040972, -1.6924124692114397, -1.5257700299458175, -1.3722464356706139]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.7968875591918755,1.9543855365905605,0.8504142165184021,0.8504142165184021,0.8504142165184021,"[-7.025419769035743, -5.51463905554054, -4.06567398548776, -2.63276805117048, -1.2876886309168558, -0.04761974977739314, 1.080266432881344, 2.064189641701714, 2.960166370814614, 3.759175133288356]","[-7.025419769035743, -5.51463905554054, -4.06567398548776, -2.63276805117048, -1.2876886309168558, -0.04761974977739314, 1.080266432881344, 2.064189641701714, 2.960166370814614, 3.759175133288356]","[3, 2, 3, 3, 3, 3, 2, 3, 3, 3]",0.5196851,0.0008039846
810,16.2,17400000000,819,821,0.9616593966170237,0.9627151000744754,0.669,0.35,1.165344226539541,-0.203022118092941,1.118222106062503,1.118222106062503,1.118222106062503,"[-3.3889022189205713, -2.2078073595691827, -1.191653098487119, -0.3086299120443048, 0.46622675244695344, 1.1525118298275636, 1.7656092342001313, 2.31759937276161, 2.817970207413709, 3.2741754704949044]","[-3.3889022189205713, -2.2078073595691827, -1.191653098487119, -0.3086299120443048, 0.46622675244695344, 1.1525118298275636, 1.7656092342001313, 2.31759937276161, 2.817970207413709, 3.2741754704949044]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.8800108973235863,-1.106680497681743,0.1246369481086731,0.1246369481086731,0.1246369481086731,"[-67.87454650632304, -70.00612964638034, -71.35683875863508, -72.24178535534973, -72.81890372578034, -72.94889312987037, -72.71024994337421, -72.22829509715233, -69.00296144093662, -68.23375448197953]","[-67.87454650632304, -70.00612964638034, -71.35683875863508, -72.24178535534973, -72.81890372578034, -72.94889312987037, -72.71024994337421, -72.22829509715233, -69.00296144093662, -68.23375448197953]","[3, 3, 3, 3, 3, 3, 3, 3, 4, 4]",-2.6360352,0.9616594,0.0006861534283502493,0.0005144676467272491,0.669,0.35,-0.030215809771992532,-0.302665060034296,-0.087267,-0.087267,-0.087267,"[-3.744230050482515, -4.194144713576999, -4.42825736363063, -4.524489394207732, -4.535584587663927, -4.497056036510725, -4.432631914514472, -4.3579881231189805, -4.283307854742876, -4.215037627182509]","[-3.744230050482515, -4.194144713576999, -4.42825736363063, -4.524489394207732, -4.535584587663927, -4.497056036510725, -4.432631914514472, -4.3579881231189805, -4.283307854742876, -4.215037627182509]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.8101604071829595,-0.07575747286788384,0.9048593044281006,0.9048593044281006,0.9048593044281006,"[9.862450784553717, 11.084101844143463, 11.929690735052429, 12.459442334298412, 12.724301724713452, 12.595909310714825, 12.14624014563049, 11.480119732144393, 10.477514378106138, 9.494124462306662]","[9.862450784553717, 11.084101844143463, 11.929690735052429, 12.459442334298412, 12.724301724713452, 12.595909310714825, 12.14624014563049, 11.480119732144393, 10.477514378106138, 9.494124462306662]","[3, 3, 3, 3, 3, 3, 3, 3, 4, 4]",0.67687976,0.0006861534
811,16.22,17420000000,820,822,0.9674199984569758,0.9372133309327283,0.669,0.35,1.1492071471833105,-1.0719380831489183,1.078553251048672,1.078553251048672,1.078553251048672,"[-0.23904720135585578, 0.8727623283570765, 1.8012314782713794, 2.585549270967113, 3.2551593852379055, 3.8323653250405947, 4.3341957038009635, 4.773655642492081, 5.1605900412001455, 5.5036391104891464]","[-0.23904720135585578, 0.8727623283570765, 1.8012314782713794, 2.585549270967113, 3.2551593852379055, 3.8323653250405947, 4.3341957038009635, 4.773655642492081, 5.1605900412001455, 5.5036391104891464]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.869088293996566,-1.0150160599494424,0.18458247184753418,0.18458247184753418,0.18458247184753418,"[-61.42991898181923, -58.39985926627176, -55.97224586472729, -53.96217898758377, -52.326863699549, -49.94122901601304, -48.312073168759866, -47.14588628654184, -46.80956159249517, -46.515465565442085]","[-61.42991898181923, -58.39985926627176, -55.97224586472729, -53.96217898758377, -52.326863699549, -49.94122901601304, -48.312073168759866, -47.14588628654184, -46.80956159249517, -46.515465565442085]","[5, 5, 5, 5, 4, 3, 2, 3, 3, 3]",-1.9333428,0.96742,0.0006024343806064456,0.0003260591957673631,0.669,0.35,-0.0336982137413732,-0.18252124853451182,-0.026357778513060898,-0.026357778513060898,-0.026357778513060898,"[1.8789156593969687, 0.7766407832508201, 0.0010056760021495137, -0.5555462070634393, -0.9669574480462769, -1.2838960393863257, -1.5409372537565744, -1.7618417145109149, -1.9634550953251169, -2.154194804393229]","[1.8789156593969687, 0.7766407832508201, 0.0010056760021495137, -0.5555462070634393, -0.9669574480462769, -1.2838960393863257, -1.5409372537565744, -1.7618417145109149, -1.9634550953251169, -2.154194804393229]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.8052759041029051,0.21424048364776554,0.9419012069702148,0.9419012069702148,0.9419012069702148,"[12.187752649187873, 8.00791440402995, 4.789859572874178, 2.307652374020835, 0.40130303646041554, -1.0917273777411811, -2.229269172782196, -3.094116041939758, -3.7276516097910193, -4.184618539197791]","[12.187752649187873, 8.00791440402995, 4.789859572874178, 2.307652374020835, 0.40130303646041554, -1.0917273777411811, -2.229269172782196, -3.094116041939758, -3.7276516097910193, -4.184618539197791]","[5, 5, 5, 5, 4, 3, 2, 3, 3, 3]",0.7843712,0.0006024344
